"X","Y","DateTime"
"1094.5","629.5","291967696965"
"1108.1","620.6","291967705253"
"1103.2","676.7","291967713542"
"1107.2","668.9","291967721788"
"1103.6","664.8","291967730288"
"1097.9","664.5","291967738643"
"1096.0","655.3","291967746812"
"1084.7","678.1","291967755084"
"1106.1","678.5","291967763525"
"1083.3","697.9","291967771852"
"1084.2","702.8","291967780255"
"1085.7","703.1","291967788486"
"1085.5","703.0","291967796899"
"1087.6","676.6","291967805236"
"1091.4","672.2","291967813330"
"1080.3","652.5","291967821863"
"1078.7","666.2","291967830146"
"1087.3","652.1","291967838402"
"1094.7","635.3","291967846759"
"1105.6","594.1","291967855241"
"1098.3","528.7","291967863555"
"1096.4","536.8","291967871859"
"1093.2","504.0","291967880223"
"1103.7","498.3","291967888544"
"1101.9","495.5","291967896831"
"1098.1","472.0","291967905139"
"1094.0","468.2","291967913448"
"1099.2","472.7","291967921812"
"1098.3","484.9","291967930248"
"1103.9","471.8","291967938482"
"1086.2","486.4","291967946876"
"1090.2","484.3","291967955233"
"1094.2","493.6","291967963402"
"1086.5","476.3","291967971712"
"1084.6","480.6","291967980206"
"1079.3","484.4","291967988471"
"1097.5","479.0","291967996821"
"1096.7","474.7","291968005191"
"1103.4","483.9","291968013543"
"1092.2","490.8","291968021818"
"1080.4","462.4","291968030246"
"1176.3","506.3","291968046810"
"1280.8","504.7","291968055204"
"1447.7","482.6","291968063508"
"1601.6","456.7","291968071810"
"1785.2","426.1","291968080115"
"1790.2","423.3","291968096802"
"1811.1","416.9","291968113504"
"1899.0","386.4","291968121679"
"1015.8","571.0","291969626300"
"1002.1","560.7","291969634428"
"1006.0","546.9","291969642804"
"988.8","532.2","291969651191"
"1018.9","560.3","291969659481"
"1027.6","557.0","291969667870"
"1021.7","550.4","291969676179"
"1016.9","551.2","291969684337"
"1015.8","555.0","291969692824"
"1015.2","555.2","291969701046"
"1001.8","534.8","291969709534"
"1001.8","534.8","291969717833"
"1026.9","551.4","291969726169"
"1036.5","556.6","291969734343"
"1044.1","557.0","291969743039"
"1040.1","554.5","291969751120"
"1047.4","539.7","291969767681"
"1042.4","548.4","291969776040"
"1019.8","527.6","291969784516"
"1022.2","524.8","291969792813"
"1027.2","518.0","291969800980"
"1031.6","522.9","291969809417"
"1035.2","533.3","291969817757"
"1032.1","540.4","291969826071"
"1022.2","538.5","291969834473"
"1026.8","539.6","291969842787"
"1030.8","544.9","291969851199"
"1037.1","538.9","291969859464"
"1044.4","536.0","291969867874"
"1051.6","511.6","291969876276"
"1050.9","502.1","291969884422"
"1050.9","516.7","291969892799"
